# LINE-FINAL word counts over corpus/song/eng_*, PER AUTHOR.
#
# Generated by quality/build_song_frequency.py. Declared in data/sources.tsv,
# which states what this file may NOT be used to score.
#
# NOT INDEPENDENT OF corpus/song/. These counts ARE that corpus, so scoring
# any text drawn from it requires leave-one-author-out, which is what the
# `author` column is for -- doctrine 13, a resource used to score a cell may
# not be derived from that cell. `quality/frequency.py` refuses to serve this
# table for an author it contains unless `leave_out=` is passed.
#
# `author` is the corpus file's basename without `.txt`, which is the key
# `data/lyricists.tsv:corpus_path` uses.
#
# THE PERIOD IS A COORDINATE OF THIS FILE, NOT A FOOTNOTE. All 143 authors
# died in or before 1929 (median 1867), because the provenance gate admits
# nothing later. So this is a model of what was predictable in ENGLISH SUNG
# VERSE BEFORE 1930, and `thee` is its rank-2 line-final word. Doctrine 11
# has already caught two features reading period rather than quality; assume
# this one does too until a measurement says otherwise.
word	author	count
rine	eng_hall_william_barnes	2
ring	eng_american_oliver_wendell_holmes_sr	2
ring	eng_british_adelaide_anne_procter	2
ring	eng_british_matthew_arnold	2
ring	eng_hall_edwin_waugh	2
ring	eng_hymn_watts	2
ringing	eng_american_john_greenleaf_whittier	2
ringing	eng_british_adelaide_anne_procter	2
ringing	eng_british_felicia_hemans	2
rings	eng_american_paul_laurence_dunbar	2
rings	eng_british_adelaide_anne_procter	2
rings	eng_hall_thomas_durfey	2
rise	eng_american_abram_joseph_ryan	2
rise	eng_american_phillis_wheatley	2
rise	eng_british_arthur_hugh_clough	2
rise	eng_british_emily_bronte	2
rise	eng_british_frances_anne_kemble	2
rise	eng_british_john_dowland	2
rise	eng_british_lord_byron	2
rise	eng_british_percy_bysshe_shelley	2
rise	eng_british_robert_louis_stevenson	2
rival	eng_british_felicia_hemans	2
riven	eng_british_adelaide_anne_procter	2
riven	eng_british_christina_rossetti	2
river	eng_american_ethelinda_beers	2
river	eng_british_adelaide_anne_procter	2
river	eng_british_charles_kingsley	2
river	eng_british_christina_rossetti	2
river	eng_celtic_thomas_moore	2
river	eng_hymn_crosby	2
road	eng_american_john_greenleaf_whittier	2
road	eng_british_percy_bysshe_shelley	2
road	eng_celtic_carolina_oliphant_lady_nairne	2
road	eng_hall_thomas_durfey	2
roam	eng_american_abram_joseph_ryan	2
roam	eng_british_adelaide_anne_procter	2
roam	eng_british_charles_kingsley	2
roam	eng_british_jean_ingelow	2
roam	eng_british_john_keats	2
roam	eng_british_lord_byron	2
roam	eng_british_robert_louis_stevenson	2
roam	eng_celtic_robert_burns	2
roam	eng_hall_john_clare	2
robe	eng_british_felicia_hemans	2
robe	eng_hymn_watts	2
robes	eng_celtic_robert_burns	2
robes	eng_hymn_watts	2
robin	eng_british_william_blake	2
rock	eng_british_jean_ingelow	2
rock	eng_british_percy_bysshe_shelley	2
rock	eng_celtic_thomas_moore	2
rocks	eng_american_john_greenleaf_whittier	2
rocks	eng_british_christina_rossetti	2
rocks	eng_british_felicia_hemans	2
rocks	eng_british_percy_bysshe_shelley	2
rocks	eng_hall_thomas_durfey	2
rocks	eng_hall_william_barnes	2
rod	eng_hall_william_barnes	2
roll	eng_british_lord_byron	2
roll	eng_hall_john_clare	2
rolled	eng_american_hannah_flagg_gould	2
rolled	eng_british_percy_bysshe_shelley	2
rollers	eng_hall_william_barnes	2
rolling	eng_british_percy_bysshe_shelley	2
rolls	eng_celtic_thomas_moore	2
roof	eng_american_henry_timrod	2
roof	eng_british_felicia_hemans	2
roof	eng_british_john_keats	2
room	eng_british_edward_fitzgerald	2
room	eng_celtic_robert_burns	2
room	eng_hymn_steele	2
root	eng_british_christina_rossetti	2
roots	eng_british_christina_rossetti	2
rose	eng_american_louise_chandler_moulton	2
rose	eng_american_oliver_wendell_holmes_sr	2
roses	eng_british_christina_rossetti	2
roses	eng_british_felicia_hemans	2
roses	eng_british_lord_byron	2
roses	eng_celtic_robert_burns	2
roses	eng_celtic_thomas_moore	2
rough	eng_hall_edwin_waugh	2
round	eng_american_henry_timrod	2
round	eng_american_john_greenleaf_whittier	2
round	eng_british_arthur_hugh_clough	2
round	eng_british_edward_fitzgerald	2
round	eng_british_elizabeth_barrett_browning	2
round	eng_british_william_blake	2
rounds	eng_british_william_blake	2
rout	eng_british_william_wordsworth	2
rover	eng_american_josiah_gilbert_holland	2
rovers	eng_hall_thomas_durfey	2
row	eng_british_lewis_carroll	2
row	eng_british_thomas_campion	2
royalty	eng_celtic_carolina_oliphant_lady_nairne	2
ruddy	eng_celtic_robert_burns	2
rude	eng_british_jean_ingelow	2
rudge	eng_hall_william_barnes	2
rue	eng_british_jean_ingelow	2
rule	eng_hall_thomas_durfey	2
rule	eng_hymn_watts	2
rules	eng_british_matthew_arnold	2
rules	eng_british_richard_lovelace	2
rumble	eng_hall_william_barnes	2
run	eng_british_frances_anne_kemble	2
run	eng_british_lewis_carroll	2
run	eng_british_richard_lovelace	2
run	eng_british_william_wordsworth	2
run	eng_hymn_charles_wesley	2
rung	eng_british_emily_bronte	2
runner	eng_hall_thomas_durfey	2
rush	eng_british_felicia_hemans	2
rushes	eng_hall_william_barnes	2
ruth	eng_british_christina_rossetti	2
ruth	eng_british_robert_herrick	2
ruth	eng_celtic_robert_burns	2
s	eng_british_richard_lovelace	2
sack	eng_celtic_robert_burns	2
sacrifice	eng_hymn_cowper	2
sad	eng_british_matthew_arnold	2
sad	eng_british_william_wordsworth	2
sad	eng_celtic_robert_burns	2
safe	eng_hall_thomas_durfey	2
safe	eng_hymn_watts	2
safety	eng_hymn_watts	2
said	eng_american_rose_terry_cooke	2
said	eng_british_alfred_tennyson	2
said	eng_british_robert_browning	2
said	eng_british_william_blake	2
sail	eng_british_edward_lear	2
sailed	eng_british_jean_ingelow	2
sails	eng_celtic_robert_burns	2
saint	eng_celtic_thomas_moore	2
saints	eng_british_christina_rossetti	2
saints	eng_british_robert_herrick	2
saints	eng_celtic_james_clarence_mangan	2
sake	eng_british_felicia_hemans	2
sake	eng_british_lewis_carroll	2
sake	eng_british_robert_louis_stevenson	2
sake	eng_british_thomas_campion	2
sakes	eng_celtic_robert_burns	2
sally	eng_british_lewis_carroll	2
salute	eng_hall_thomas_durfey	2
salvation	eng_hymn_charles_wesley	2
salvation	eng_hymn_cowper	2
salvation	eng_hymn_hart	2
sam	eng_american_paul_laurence_dunbar	2
sam	eng_british_jean_ingelow	2
same	eng_british_arthur_hugh_clough	2
same	eng_british_lewis_carroll	2
same	eng_british_william_wordsworth	2
sanctification	eng_hymn_watts	2
sand	eng_british_edward_lear	2
sand	eng_british_lewis_carroll	2
sand	eng_british_matthew_arnold	2
sand	eng_british_robert_louis_stevenson	2
sand	eng_hall_john_clare	2
sands	eng_american_henry_timrod	2
sands	eng_british_robert_herrick	2
sang	eng_british_edward_fitzgerald	2
sang	eng_british_felicia_hemans	2
sang	eng_celtic_james_hogg	2
sark	eng_celtic_robert_burns	2
sat	eng_hymn_watts	2
sate	eng_british_edward_fitzgerald	2
sate	eng_british_matthew_arnold	2
sate	eng_hall_thomas_durfey	2
satisfied	eng_british_jean_ingelow	2
satisfied	eng_british_matthew_arnold	2
saucy	eng_celtic_robert_burns	2
save	eng_american_emma_willard	2
save	eng_hall_thomas_durfey	2
save	eng_hymn_crosby	2
save	eng_hymn_montgomery	2
saves	eng_hymn_watts	2
saw	eng_british_samuel_taylor_coleridge	2
saxony	eng_american_george_pope_morris	2
say	eng_american_ann_taylor	2
say	eng_american_ethelinda_beers	2
say	eng_british_arthur_hugh_clough	2
say	eng_british_edward_fitzgerald	2
say	eng_british_thomas_campion	2
say	eng_celtic_thomas_moore	2
say	eng_hall_edwin_waugh	2
say	eng_hall_john_gay	2
say	eng_parlour_benjamin_hanby	2
saying	eng_hall_thomas_durfey	2
says	eng_british_richard_lovelace	2
says	eng_hymn_cowper	2
scanty	eng_celtic_robert_burns	2
scar	eng_celtic_robert_burns	2
scars	eng_hall_thomas_durfey	2
scene	eng_british_matthew_arnold	2
scene	eng_british_robert_herrick	2
scene	eng_british_samuel_taylor_coleridge	2
scene	eng_celtic_thomas_moore	2
scene	eng_hall_john_clare	2
scents	eng_british_christina_rossetti	2
scheme	eng_celtic_robert_burns	2
school	eng_british_lewis_carroll	2
school	eng_hall_thomas_durfey	2
school	eng_hymn_watts	2
schools	eng_british_matthew_arnold	2
schools	eng_celtic_robert_burns	2
scoff	eng_hymn_watts	2
score	eng_celtic_robert_burns	2
score	eng_hall_william_barnes	2
scores	eng_hall_thomas_durfey	2
scorn	eng_british_edward_fitzgerald	2
scotch	eng_celtic_robert_burns	2
scotland	eng_hall_thomas_durfey	2
scraps	eng_hall_thomas_durfey	2
scream	eng_hall_william_barnes	2
screen	eng_british_christina_rossetti	2
screen	eng_celtic_robert_burns	2
scrip	eng_british_robert_herrick	2
scripture	eng_celtic_robert_burns	2
scroll	eng_british_felicia_hemans	2
scum	eng_hall_ws_gilbert	2
sea	eng_american_richard_henry_dana_sr	2
sea	eng_american_william_cullen_bryant	2
sea	eng_british_william_blake	2
sea	eng_celtic_james_hogg	2
sea	eng_celtic_william_motherwell	2
sea	eng_hymn_charles_wesley	2
sea	eng_hymn_crosby	2
sea	eng_hymn_heber	2
sea	eng_parlour_monroe_h_rosenfeld	2
seas	eng_american_henry_timrod	2
seas	eng_american_margaret_junkin_preston	2
seas	eng_hall_william_barnes	2
season	eng_british_christina_rossetti	2
season	eng_british_thomas_campion	2
seat	eng_british_arthur_hugh_clough	2
seat	eng_british_richard_lovelace	2
seat	eng_british_robert_louis_stevenson	2
second	eng_british_richard_lovelace	2
secure	eng_british_felicia_hemans	2
secure	eng_hall_john_clare	2
secure	eng_hall_thomas_durfey	2
secure	eng_hymn_cowper	2
see	eng_american_james_russell_lowell	2
see	eng_british_edward_fitzgerald	2
see	eng_british_john_keats	2
see	eng_british_samuel_taylor_coleridge	2
see	eng_celtic_thomas_osborne_davis	2
seed	eng_british_edward_fitzgerald	2
seed	eng_british_elizabeth_barrett_browning	2
seeds	eng_british_jean_ingelow	2
seek	eng_british_adelaide_anne_procter	2
seek	eng_british_felicia_hemans	2
seek	eng_british_thomas_campion	2
seek	eng_celtic_robert_burns	2
seek	eng_hall_william_barnes	2
seek	eng_hymn_charles_wesley	2
seeking	eng_british_adelaide_anne_procter	2
seeking	eng_british_edward_fitzgerald	2
seeks	eng_hymn_watts	2
seem	eng_british_lewis_carroll	2
seem	eng_british_matthew_arnold	2
seeming	eng_celtic_thomas_moore	2
seen	eng_british_adelaide_anne_procter	2
seen	eng_british_christina_rossetti	2
seen	eng_british_john_keats	2
seen	eng_british_lewis_carroll	2
seen	eng_british_richard_lovelace	2
seen	eng_hall_ws_gilbert	2
seen	eng_hymn_charles_wesley	2
sees	eng_british_william_wordsworth	2
sell	eng_british_edward_fitzgerald	2
sell	eng_celtic_robert_burns	2
send	eng_british_edward_lear	2
send	eng_british_felicia_hemans	2
send	eng_celtic_robert_burns	2
sensation	eng_british_lewis_carroll	2
sense	eng_british_elizabeth_barrett_browning	2
sense	eng_british_richard_lovelace	2
sense	eng_british_robert_herrick	2
sense	eng_hymn_cowper	2
senses	eng_hall_thomas_durfey	2
sent	eng_british_jean_ingelow	2
sent	eng_british_lewis_carroll	2
sent	eng_hall_john_clare	2
sent	eng_hymn_cowper	2
sentence	eng_celtic_robert_burns	2
sept	eng_celtic_robert_burns	2
seraphim	eng_british_christina_rossetti	2
sere	eng_american_edgar_allan_poe	2
sere	eng_british_christina_rossetti	2
serene	eng_british_elizabeth_barrett_browning	2
sermon	eng_celtic_robert_burns	2
servan	eng_celtic_robert_burns	2
set	eng_american_jane_taylor	2
set	eng_british_richard_lovelace	2
set	eng_hall_john_clare	2
sets	eng_british_percy_bysshe_shelley	2
settle	eng_hall_thomas_durfey	2
seven	eng_british_christina_rossetti	2
seven	eng_british_robert_browning	2
seven	eng_british_william_wordsworth	2
sever	eng_british_frances_anne_kemble	2
sever	eng_british_jean_ingelow	2
severe	eng_hall_john_clare	2
severe	eng_hall_john_gay	2
shade	eng_american_john_greenleaf_whittier	2
shade	eng_british_christina_rossetti	2
shade	eng_british_elizabeth_barrett_browning	2
shade	eng_hall_edwin_waugh	2
shade	eng_hymn_montgomery	2
shades	eng_hall_john_clare	2
shades	eng_hymn_watts	2
shady	eng_british_jean_ingelow	2
shaft	eng_celtic_robert_burns	2
shaft	eng_hall_thomas_durfey	2
shake	eng_british_edward_fitzgerald	2
shake	eng_british_jean_ingelow	2
shake	eng_hall_thomas_durfey	2
sham	eng_hall_thomas_durfey	2
shame	eng_american_sidney_lanier	2
shame	eng_british_elizabeth_barrett_browning	2
shame	eng_british_felicia_hemans	2
shame	eng_british_frances_anne_kemble	2
shame	eng_british_robert_herrick	2
shame	eng_celtic_james_hogg	2
shank	eng_celtic_robert_burns	2
shape	eng_british_lewis_carroll	2
share	eng_british_christina_rossetti	2
share	eng_british_matthew_arnold	2
share	eng_british_robert_herrick	2
share	eng_hall_thomas_durfey	2
share	eng_hymn_cowper	2
share	eng_hymn_montgomery	2
sharp	eng_celtic_robert_burns	2
shattered	eng_british_adelaide_anne_procter	2
shaver	eng_celtic_robert_burns	2
she	eng_british_adelaide_anne_procter	2
she	eng_british_sir_john_suckling	2
shears	eng_celtic_robert_burns	2
sheath	eng_celtic_robert_burns	2
sheaves	eng_hall_william_barnes	2
sheaves	eng_hymn_watts	2
shed	eng_hall_john_clare	2
sheehan	eng_celtic_charles_joseph_kickham	2
sheen	eng_british_percy_bysshe_shelley	2
sheep	eng_british_william_blake	2
sheep	eng_hall_thomas_durfey	2
sheep	eng_hall_william_barnes	2
sheet	eng_american_joseph_rodman_drake	2
shell	eng_british_alfred_tennyson	2
shell	eng_british_christina_rossetti	2
shell	eng_british_edward_lear	2
shell	eng_british_robert_herrick	2
shell	eng_hall_william_barnes	2
shelley	eng_british_felicia_hemans	2
shew	eng_celtic_robert_burns	2
shiel	eng_celtic_robert_burns	2
shield	eng_hall_john_clare	2
shill	eng_celtic_robert_burns	2
shilling	eng_hall_thomas_durfey	2
shine	eng_british_arthur_hugh_clough	2
shine	eng_british_lewis_carroll	2
shine	eng_british_matthew_arnold	2
shine	eng_british_percy_bysshe_shelley	2
shine	eng_hall_john_clare	2
shine	eng_hymn_steele	2
shines	eng_british_matthew_arnold	2
shines	eng_celtic_robert_burns	2
shining	eng_celtic_robert_burns	2
ship	eng_american_margaret_junkin_preston	2
ships	eng_british_robert_louis_stevenson	2
shire	eng_celtic_robert_burns	2
shire	eng_hall_thomas_durfey	2
shivering	eng_british_christina_rossetti	2
shock	eng_celtic_thomas_moore	2
shock	eng_hall_william_barnes	2
shocks	eng_hall_william_barnes	2
shoes	eng_hall_thomas_durfey	2
shon	eng_hall_thomas_durfey	2
shone	eng_british_charles_kingsley	2
shone	eng_british_lord_byron	2
shone	eng_celtic_robert_burns	2
shone	eng_hall_william_barnes	2
shook	eng_hymn_watts	2
shoot	eng_hymn_watts	2
shop	eng_hall_william_barnes	2
shore	eng_american_edgar_allan_poe	2
shore	eng_american_henry_timrod	2
shore	eng_american_john_pierpont	2
shore	eng_american_lucy_larcom	2
shore	eng_american_margaret_junkin_preston	2
shore	eng_american_nora_perry	2
shore	eng_american_richard_henry_dana_sr	2
shore	eng_british_arthur_hugh_clough	2
shore	eng_british_john_keats	2
shore	eng_british_lewis_carroll	2
shore	eng_british_lord_byron	2
shore	eng_british_percy_bysshe_shelley	2
shore	eng_celtic_carolina_oliphant_lady_nairne	2
shore	eng_celtic_james_clarence_mangan	2
shore	eng_celtic_james_hogg	2
shore	eng_hymn_cowper	2
shores	eng_british_felicia_hemans	2
shores	eng_hymn_watts	2
short	eng_british_christina_rossetti	2
short	eng_british_edward_lear	2
short	eng_british_william_wordsworth	2
short	eng_hall_thomas_durfey	2
short	eng_hall_william_barnes	2
shorter	eng_celtic_robert_burns	2
shot	eng_american_nora_perry	2
shot	eng_british_richard_lovelace	2
shot	eng_celtic_robert_burns	2
should	eng_british_robert_herrick	2
should	eng_celtic_robert_burns	2
should	eng_hall_thomas_durfey	2
should	eng_hall_william_barnes	2
shoulder	eng_hall_thomas_durfey	2
shout	eng_american_nora_perry	2
shout	eng_british_elizabeth_barrett_browning	2
shout	eng_british_felicia_hemans	2
shout	eng_british_william_wordsworth	2
shoving	eng_hall_thomas_durfey	2
show	eng_american_john_greenleaf_whittier	2
show	eng_british_adelaide_anne_procter	2
show	eng_british_christina_rossetti	2
show	eng_british_jean_ingelow	2
shower	eng_american_william_cullen_bryant	2
shower	eng_british_jean_ingelow	2
shower	eng_british_william_blake	2
shower	eng_celtic_thomas_moore	2
shower	eng_hall_john_clare	2
showering	eng_british_felicia_hemans	2
showers	eng_hymn_montgomery	2
showing	eng_british_christina_rossetti	2
showing	eng_british_jean_ingelow	2
shown	eng_celtic_robert_burns	2
shown	eng_celtic_thomas_moore	2
shown	eng_hall_thomas_durfey	2
shown	eng_hall_william_barnes	2
shows	eng_british_thomas_campion	2
shows	eng_celtic_robert_burns	2
shows	eng_hall_ebenezer_elliott	2
shows	eng_hall_john_clare	2
shrill	eng_celtic_robert_burns	2
shrill	eng_hall_william_barnes	2
shrine	eng_british_elizabeth_barrett_browning	2
shrine	eng_hall_ws_gilbert	2
shrink	eng_british_edward_fitzgerald	2
shroud	eng_british_adelaide_anne_procter	2
shroud	eng_british_christina_rossetti	2
shroud	eng_british_jean_ingelow	2
shroud	eng_british_john_keats	2
shrouded	eng_british_felicia_hemans	2
shun	eng_british_emily_bronte	2
shun	eng_british_lewis_carroll	2
shun	eng_british_robert_herrick	2
shut	eng_british_william_blake	2
shy	eng_british_jean_ingelow	2
shy	eng_celtic_robert_burns	2
shy	eng_hall_ws_gilbert	2
sick	eng_british_adelaide_anne_procter	2
sick	eng_british_william_wordsworth	2
sick	eng_hall_thomas_durfey	2
sicker	eng_celtic_robert_burns	2
sickness	eng_hymn_watts	2
side	eng_american_henry_timrod	2
side	eng_british_charles_kingsley	2
side	eng_british_lewis_carroll	2
side	eng_british_percy_bysshe_shelley	2
side	eng_celtic_edward_walsh	2
side	eng_celtic_walter_scott	2
side	eng_hall_edwin_waugh	2
side	eng_hall_ws_gilbert	2
side	eng_hymn_charles_wesley	2
side	eng_hymn_crosby	2
side	eng_hymn_doddridge	2
sigh	eng_american_abram_joseph_ryan	2
sigh	eng_british_emily_bronte	2
sigh	eng_british_lewis_carroll	2
sigh	eng_british_samuel_taylor_coleridge	2
sigh	eng_celtic_walter_scott	2
sigh	eng_hall_william_barnes	2
sigh	eng_hymn_watts	2
sighs	eng_british_adelaide_anne_procter	2
sighs	eng_british_christina_rossetti	2
sighs	eng_british_frances_anne_kemble	2
sighs	eng_british_william_blake	2
sighs	eng_celtic_robert_burns	2
sight	eng_american_henry_timrod	2
sight	eng_british_elizabeth_barrett_browning	2
sight	eng_british_lewis_carroll	2
sight	eng_british_samuel_taylor_coleridge	2
sight	eng_british_william_blake	2
sight	eng_british_william_wordsworth	2
sight	eng_celtic_carolina_oliphant_lady_nairne	2
sight	eng_hymn_doddridge	2
sight	eng_hymn_montgomery	2
sights	eng_british_thomas_campion	2
sign	eng_american_margaret_junkin_preston	2
sign	eng_british_adelaide_anne_procter	2
sign	eng_british_jean_ingelow	2
sign	eng_hymn_watts	2
silent	eng_british_felicia_hemans	2
silently	eng_british_elizabeth_barrett_browning	2
silly	eng_celtic_robert_burns	2
simmer	eng_celtic_robert_burns	2
sin	eng_british_edward_fitzgerald	2
sin	eng_hymn_doddridge	2
since	eng_british_robert_browning	2
since	eng_british_robert_herrick	2
sincere	eng_british_matthew_arnold	2
sincere	eng_british_percy_bysshe_shelley	2
sincere	eng_british_robert_herrick	2
sincere	eng_hall_thomas_durfey	2
sincerity	eng_british_robert_herrick	2
sing	eng_american_paul_laurence_dunbar	2
sing	eng_british_adelaide_anne_procter	2
sing	eng_british_edward_lear	2
sing	eng_british_jean_ingelow	2
sing	eng_british_matthew_arnold	2
sing	eng_british_thomas_campion	2
sing	eng_celtic_carolina_oliphant_lady_nairne	2
sing	eng_celtic_james_hogg	2
sing	eng_hymn_sf_smith	2
singer	eng_british_felicia_hemans	2
singer	eng_british_richard_lovelace	2
singing	eng_british_elizabeth_barrett_browning	2
singing	eng_british_robert_louis_stevenson	2
singing	eng_hall_thomas_durfey	2
sings	eng_american_abram_joseph_ryan	2
sings	eng_british_charles_kingsley	2
sings	eng_british_felicia_hemans	2
sings	eng_celtic_thomas_moore	2
sings	eng_hall_john_clare	2
sings	eng_hall_thomas_durfey	2
sink	eng_british_felicia_hemans	2
sink	eng_celtic_robert_burns	2
sinking	eng_celtic_thomas_moore	2
sinking	eng_hall_thomas_durfey	2
sinner	eng_hymn_watts	2
sins	eng_celtic_robert_burns	2
sips	eng_american_samuel_woodworth	2
sir	eng_british_richard_lovelace	2
sir	eng_hall_ws_gilbert	2
sire	eng_british_felicia_hemans	2
sires	eng_british_robert_herrick	2
sister	eng_british_adelaide_anne_procter	2
sister	eng_british_christina_rossetti	2
sister	eng_hall_thomas_durfey	2
sit	eng_british_lewis_carroll	2
sit	eng_british_richard_lovelace	2
sit	eng_british_william_blake	2
sits	eng_british_christina_rossetti	2
size	eng_british_lewis_carroll	2
skies	eng_american_phillis_wheatley	2
skies	eng_british_lord_byron	2
skies	eng_british_thomas_campion	2
skies	eng_celtic_carolina_oliphant_lady_nairne	2
skies	eng_hall_thomas_durfey	2
skill	eng_british_adelaide_anne_procter	2
skill	eng_british_robert_herrick	2
skill	eng_british_william_wordsworth	2
skill	eng_hall_william_barnes	2
skill	eng_hymn_cowper	2
skin	eng_british_richard_lovelace	2
skin	eng_hymn_watts	2
skip	eng_hall_thomas_durfey	2
sky	eng_american_celia_thaxter	2
sky	eng_american_nathaniel_parker_willis	2
sky	eng_american_william_cullen_bryant	2
sky	eng_british_alfred_tennyson	2
sky	eng_british_arthur_hugh_clough	2
sky	eng_british_john_keats	2
sky	eng_british_samuel_taylor_coleridge	2
sky	eng_celtic_james_hogg	2
slain	eng_american_margaret_junkin_preston	2
slain	eng_british_christina_rossetti	2
slain	eng_british_john_dowland	2
slave	eng_british_charles_kingsley	2
slave	eng_british_matthew_arnold	2
slave	eng_celtic_thomas_moore	2
slavery	eng_celtic_thomas_moore	2
slay	eng_hymn_montgomery	2
slay	eng_hymn_watts	2
sleep	eng_american_henry_timrod	2
sleep	eng_british_edward_fitzgerald	2
sleep	eng_british_frances_anne_kemble	2
sleep	eng_british_lewis_carroll	2
sleep	eng_british_samuel_taylor_coleridge	2
sleep	eng_british_thomas_campion	2
sleepers	eng_british_christina_rossetti	2
sleeping	eng_american_ethelinda_beers	2
sleeping	eng_british_adelaide_anne_procter	2
sleeping	eng_british_charles_kingsley	2
sleeping	eng_british_elizabeth_barrett_browning	2
sleeping	eng_british_william_blake	2
sleeps	eng_celtic_james_hogg	2
sleet	eng_hall_william_barnes	2
sleeve	eng_hall_thomas_durfey	2
sleeve	eng_parlour_daniel_decatur_emmett	2
slept	eng_british_christina_rossetti	2
slept	eng_celtic_thomas_moore	2
slide	eng_british_william_wordsworth	2
slight	eng_british_matthew_arnold	2
slight	eng_celtic_robert_burns	2
slight	eng_hymn_cowper	2
slighted	eng_celtic_robert_burns	2
slim	eng_british_lewis_carroll	2
slim	eng_british_william_wordsworth	2
slip	eng_hall_william_barnes	2
slips	eng_hall_william_barnes	2
slow	eng_british_elizabeth_barrett_browning	2
slow	eng_british_robert_louis_stevenson	2
slow	eng_celtic_robert_burns	2
slow	eng_hall_edwin_waugh	2
slowly	eng_british_felicia_hemans	2
slumber	eng_british_felicia_hemans	2
slumber	eng_hymn_watts	2
slut	eng_hall_thomas_durfey	2
small	eng_american_phoebe_cary	2
small	eng_british_jean_ingelow	2
small	eng_british_lewis_carroll	2
small	eng_british_william_wordsworth	2
smart	eng_british_adelaide_anne_procter	2
smart	eng_british_christina_rossetti	2
smart	eng_british_jean_ingelow	2
smart	eng_british_matthew_arnold	2
smart	eng_hymn_cowper	2
smell	eng_hall_thomas_durfey	2
smell	eng_hall_william_barnes	2
smell	eng_hymn_watts	2
smells	eng_hall_william_barnes	2
smile	eng_american_ann_taylor	2
smile	eng_british_emily_bronte	2
smile	eng_british_lewis_carroll	2
smile	eng_british_lord_byron	2
smile	eng_british_percy_bysshe_shelley	2
smile	eng_celtic_james_hogg	2
smiled	eng_british_adelaide_anne_procter	2
smiled	eng_british_lewis_carroll	2
smiled	eng_british_william_blake	2
smiles	eng_american_henry_timrod	2
smiles	eng_british_felicia_hemans	2
smiles	eng_british_lord_byron	2
smiles	eng_british_william_wordsworth	2
smiling	eng_american_edgar_allan_poe	2
smiling	eng_british_adelaide_anne_procter	2
smoak	eng_hall_thomas_durfey	2
smoke	eng_british_edward_lear	2
smoke	eng_british_percy_bysshe_shelley	2
smoke	eng_hall_john_clare	2
smoking	eng_british_lewis_carroll	2
snail	eng_british_christina_rossetti	2
snake	eng_british_adelaide_anne_procter	2
snake	eng_british_edward_fitzgerald	2
snake	eng_british_robert_herrick	2
snares	eng_british_robert_herrick	2
sneers	eng_british_emily_bronte	2
sneezes	eng_british_lewis_carroll	2
snooze	eng_hall_william_barnes	2
snore	eng_hall_thomas_durfey	2
snout	eng_hall_thomas_durfey	2
snow	eng_american_clement_clarke_moore	2
snow	eng_british_arthur_hugh_clough	2
snow	eng_british_emily_bronte	2
snow	eng_british_matthew_arnold	2
snow	eng_british_thomas_campion	2
snow	eng_british_william_wordsworth	2
snow	eng_celtic_robert_burns	2
snow	eng_hall_edwin_waugh	2
snows	eng_british_matthew_arnold	2
snows	eng_celtic_thomas_moore	2
snug	eng_hall_thomas_durfey	2
so	eng_american_james_russell_lowell	2
so	eng_british_jean_ingelow	2
so	eng_hall_john_clare	2
soar	eng_british_adelaide_anne_procter	2
sob	eng_british_lewis_carroll	2
sober	eng_celtic_robert_burns	2
sod	eng_american_henry_timrod	2
sod	eng_british_charles_kingsley	2
sod	eng_celtic_robert_burns	2
soft	eng_british_christina_rossetti	2
soft	eng_british_felicia_hemans	2
soft	eng_british_john_keats	2
soil	eng_hymn_cowper	2
sold	eng_british_richard_lovelace	2
sold	eng_celtic_robert_burns	2
soldier	eng_british_robert_louis_stevenson	2
soldiers	eng_hall_thomas_durfey	2
solitude	eng_british_christina_rossetti	2
solitude	eng_british_elizabeth_barrett_browning	2
solitude	eng_british_percy_bysshe_shelley	2
solitude	eng_british_william_wordsworth	2
solution	eng_british_elizabeth_barrett_browning	2
some	eng_british_felicia_hemans	2
some	eng_hall_thomas_durfey	2
son	eng_british_christina_rossetti	2
son	eng_british_jean_ingelow	2
son	eng_british_lewis_carroll	2
son	eng_celtic_james_clarence_mangan	2
son	eng_hymn_charles_wesley	2
son	eng_hymn_montgomery	2
song	eng_american_paul_laurence_dunbar	2
song	eng_british_charles_kingsley	2
song	eng_british_edward_fitzgerald	2
song	eng_british_elizabeth_barrett_browning	2
song	eng_british_lewis_carroll	2
song	eng_celtic_walter_scott	2
song	eng_hymn_steele	2
songs	eng_hymn_doddridge	2
songs	eng_hymn_montgomery	2
sons	eng_celtic_robert_burns	2
soon	eng_british_alfred_tennyson	2
soon	eng_british_robert_herrick	2
soon	eng_hall_edwin_waugh	2
sore	eng_british_adelaide_anne_procter	2
sore	eng_british_robert_herrick	2
sore	eng_celtic_robert_burns	2
sore	eng_hall_john_clare	2
sore	eng_hall_thomas_durfey	2
sorrow	eng_british_charles_kingsley	2
sorrow	eng_british_frances_anne_kemble	2
sorrow	eng_british_jean_ingelow	2
sorrow	eng_british_lewis_carroll	2
sorrow	eng_british_matthew_arnold	2
sorrow	eng_british_robert_herrick	2
sorrow	eng_british_william_wordsworth	2
sorrow	eng_hall_william_barnes	2
sorrow	eng_hymn_heber	2
sorrows	eng_hall_thomas_durfey	2
