language	phonology	corpus_file	family	structure	kind	population	constrained	n_pairs	n_true	n_false	n_refused	rate_judged
eng	eng	eng_american_nora_perry.txt	eng_song	dvitiyakshara-prasa-(consonant-only)	cell	word-within-line	no	4462	0	126	4336	0.000000
eng	eng	eng_american_nora_perry.txt	eng_song	dvitiyakshara-prasa-(full-aksara)	cell	endword-cross	no	10067	2	224	9841	0.008850
eng	eng	eng_american_nora_perry.txt	eng_song	dvitiyakshara-prasa-(full-aksara)	cell	word-within-line	no	4462	0	126	4336	0.000000
eng	eng	eng_american_nora_perry.txt	eng_song	dvitiyakshara-prasa-50	cell	endword-cross	no	10067	7	219	9841	0.030973
eng	eng	eng_american_nora_perry.txt	eng_song	dvitiyakshara-prasa-50	cell	word-within-line	no	4462	10	116	4336	0.079365
eng	eng	eng_american_nora_perry.txt	eng_song	eye-rhyme	cell	endword-cross	no	10067	391	9243	433	0.040585
eng	eng	eng_american_nora_perry.txt	eng_song	eye-rhyme	cell	word-within-line	no	4462	43	3191	1228	0.013296
eng	eng	eng_american_nora_perry.txt	eng_song	feminine-rhyme	cell	endword-cross	yes	10067	3	9631	433	0.000311
eng	eng	eng_american_nora_perry.txt	eng_song	feminine-rhyme	cell	word-within-line	no	4462	0	3234	1228	0.000000
eng	eng	eng_american_nora_perry.txt	eng_song	historical-rhyme	cell	endword-cross	no	10067	391	9243	433	0.040585
eng	eng	eng_american_nora_perry.txt	eng_song	historical-rhyme	cell	word-within-line	no	4462	43	3191	1228	0.013296
eng	eng	eng_american_nora_perry.txt	eng_song	holorhyme	cell	endword-cross	no	10067	391	9243	433	0.040585
eng	eng	eng_american_nora_perry.txt	eng_song	holorhyme	cell	word-within-line	no	4462	43	3191	1228	0.013296
eng	eng	eng_american_nora_perry.txt	eng_song	initial-alliteration	cell	endword-cross	no	10067	281	9353	433	0.029168
eng	eng	eng_american_nora_perry.txt	eng_song	initial-alliteration	cell	word-within-line	no	4462	149	3085	1228	0.046073
eng	eng	eng_american_nora_perry.txt	eng_song	internal-alliteration	cell	endword-cross	no	10067	281	9353	433	0.029168
eng	eng	eng_american_nora_perry.txt	eng_song	internal-alliteration	cell	word-within-line	no	4462	149	3085	1228	0.046073
eng	eng	eng_american_nora_perry.txt	eng_song	internal-rhyme	cell	endword-cross	no	10067	391	9243	433	0.040585
eng	eng	eng_american_nora_perry.txt	eng_song	internal-rhyme	cell	word-within-line	no	4462	43	3191	1228	0.013296
eng	eng	eng_american_nora_perry.txt	eng_song	kalevala-alliteration	preset	endword-cross	no	10067	408	9356	303	0.041786
eng	eng	eng_american_nora_perry.txt	eng_song	kalevala-alliteration	preset	word-within-line	no	4462	338	4011	113	0.077719
eng	eng	eng_american_nora_perry.txt	eng_song	leonine-rhyme	cell	endword-cross	no	10067	391	9243	433	0.040585
eng	eng	eng_american_nora_perry.txt	eng_song	leonine-rhyme	cell	word-within-line	no	4462	43	3191	1228	0.013296
eng	eng	eng_american_nora_perry.txt	eng_song	masculine-rhyme	cell	endword-cross	yes	10067	391	9243	433	0.040585
eng	eng	eng_american_nora_perry.txt	eng_song	masculine-rhyme	cell	word-within-line	no	4462	43	3191	1228	0.013296
eng	eng	eng_american_nora_perry.txt	eng_song	mosaic-rhyme	cell	endword-cross	no	10067	391	9243	433	0.040585
eng	eng	eng_american_nora_perry.txt	eng_song	mosaic-rhyme	cell	word-within-line	no	4462	43	3191	1228	0.013296
eng	eng	eng_american_nora_perry.txt	eng_song	multisyllabic-rhyme	cell	endword-cross	no	10067	0	9634	433	0.000000
eng	eng	eng_american_nora_perry.txt	eng_song	multisyllabic-rhyme	cell	word-within-line	no	4462	0	3234	1228	0.000000
eng	eng	eng_american_nora_perry.txt	eng_song	pararhyme	cell	endword-cross	no	10067	15	9619	433	0.001557
eng	eng	eng_american_nora_perry.txt	eng_song	pararhyme	cell	word-within-line	no	4462	9	3225	1228	0.002783
eng	eng	eng_american_nora_perry.txt	eng_song	perfect-rhyme	preset	endword-cross	yes	10067	465	9169	433	0.048267
eng	eng	eng_american_nora_perry.txt	eng_song	perfect-rhyme	preset	word-within-line	no	4462	91	3143	1228	0.028139
eng	eng	eng_american_nora_perry.txt	eng_song	perfect-rhyme-(last-stressed-syllable)	cell	endword-cross	yes	10067	391	9243	433	0.040585
eng	eng	eng_american_nora_perry.txt	eng_song	perfect-rhyme-(last-stressed-syllable)	cell	word-within-line	no	4462	43	3191	1228	0.013296
eng	eng	eng_american_nora_perry.txt	eng_song	phrasal-rhyme	cell	endword-cross	no	10067	391	9243	433	0.040585
eng	eng	eng_american_nora_perry.txt	eng_song	phrasal-rhyme	cell	word-within-line	no	4462	43	3191	1228	0.013296
eng	eng	eng_american_nora_perry.txt	eng_song	repetition	cell	endword-cross	no	10067	74	9560	433	0.007681
eng	eng	eng_american_nora_perry.txt	eng_song	repetition	cell	word-within-line	no	4462	48	3186	1228	0.014842
eng	eng	eng_american_nora_perry.txt	eng_song	rime-riche	cell	endword-cross	no	10067	1	9633	433	0.000104
eng	eng	eng_american_nora_perry.txt	eng_song	rime-riche	cell	word-within-line	no	4462	0	3234	1228	0.000000
eng	eng	eng_american_nora_perry.txt	eng_song	rime-riche-(last-stressed-syllable)	cell	endword-cross	yes	10067	1	9633	433	0.000104
eng	eng	eng_american_nora_perry.txt	eng_song	rime-riche-(last-stressed-syllable)	cell	word-within-line	no	4462	0	3234	1228	0.000000
eng	eng	eng_american_nora_perry.txt	eng_song	semirhyme	cell	endword-cross	no	10067	3	9631	433	0.000311
eng	eng	eng_american_nora_perry.txt	eng_song	semirhyme	cell	word-within-line	no	4462	4	3230	1228	0.001237
eng	eng	eng_american_nora_perry.txt	eng_song	skothending	cell	endword-cross	no	10067	295	1331	8441	0.181427
eng	eng	eng_american_nora_perry.txt	eng_song	skothending	cell	word-within-line	no	4462	152	576	3734	0.208791
eng	eng	eng_american_nora_perry.txt	eng_song	studlar	preset	endword-cross	no	10067	326	8327	1414	0.037675
eng	eng	eng_american_nora_perry.txt	eng_song	studlar	preset	word-within-line	no	4462	150	2282	2030	0.061678
eng	eng	eng_american_nora_perry.txt	eng_song	subtractive-rhyme	cell	endword-cross	no	10067	391	9243	433	0.040585
eng	eng	eng_american_nora_perry.txt	eng_song	subtractive-rhyme	cell	word-within-line	no	4462	43	3191	1228	0.013296
eng	eng	eng_american_nora_perry.txt	eng_song	syllabic-rhyme	preset	endword-cross	no	10067	47	147	9873	0.242268
eng	eng	eng_american_nora_perry.txt	eng_song	syllabic-rhyme	preset	word-within-line	no	4462	47	378	4037	0.110588
eng	eng	eng_american_nora_perry.txt	eng_song	syllabic-rhyme-(final-unstressed-syllable)	cell	endword-cross	no	10067	24	170	9873	0.123711
eng	eng	eng_american_nora_perry.txt	eng_song	syllabic-rhyme-(final-unstressed-syllable)	cell	word-within-line	no	4462	21	404	4037	0.049412
eng	eng	eng_american_nora_perry.txt	eng_song	syllabic-rhyme-22	cell	endword-cross	no	10067	391	9243	433	0.040585
eng	eng	eng_american_nora_perry.txt	eng_song	syllabic-rhyme-22	cell	word-within-line	no	4462	43	3191	1228	0.013296
eng	eng	eng_american_nora_perry.txt	eng_song	syllabic-rime-riche	cell	endword-cross	no	10067	11	183	9873	0.056701
eng	eng	eng_american_nora_perry.txt	eng_song	syllabic-rime-riche	cell	word-within-line	no	4462	6	419	4037	0.014118
eng	eng	eng_american_nora_perry.txt	eng_song	wrenched-rhyme	cell	endword-cross	no	10067	391	9243	433	0.040585
eng	eng	eng_american_nora_perry.txt	eng_song	wrenched-rhyme	cell	word-within-line	no	4462	43	3191	1228	0.013296
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	Kalevala-alliteration-(strong)	cell	endword-cross	no	4867	15	4648	204	0.003217
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	Kalevala-alliteration-(strong)	cell	word-within-line	no	4488	13	3098	1377	0.004179
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	Kalevala-alliteration-(strong)-47	cell	endword-cross	no	4867	12	4651	204	0.002573
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	Kalevala-alliteration-(strong)-47	cell	word-within-line	no	4488	39	4168	281	0.009270
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	Kalevala-alliteration-(strong,-closed-syllable)	cell	endword-cross	no	4867	2	4661	204	0.000429
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	Kalevala-alliteration-(strong,-closed-syllable)	cell	word-within-line	no	4488	2	4205	281	0.000475
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	Kalevala-alliteration-(weak)	cell	endword-cross	no	4867	152	4511	204	0.032597
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	Kalevala-alliteration-(weak)	cell	word-within-line	no	4488	322	3885	281	0.076539
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	Kalevala-alliteration-(weak,-framed)	cell	endword-cross	no	4867	19	4644	204	0.004075
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	Kalevala-alliteration-(weak,-framed)	cell	word-within-line	no	4488	28	4179	281	0.006656
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	adalhending	cell	endword-cross	no	4867	20	619	4228	0.031299
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	adalhending	cell	word-within-line	no	4488	14	727	3747	0.018893
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	adalhending-(identical-onsets)	cell	endword-cross	no	4867	0	639	4228	0.000000
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	adalhending-(identical-onsets)	cell	word-within-line	no	4488	2	739	3747	0.002699
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	adalhending-adjacent	cell	endword-cross	no	4867	0	4663	204	0.000000
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	adalhending-adjacent	cell	word-within-line	no	4488	0	3111	1377	0.000000
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	additive-rhyme	cell	endword-cross	no	4867	133	4530	204	0.028522
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	additive-rhyme	cell	word-within-line	no	4488	30	3081	1377	0.009643
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	alliteration	cell	endword-cross	no	4867	134	4529	204	0.028737
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	alliteration	cell	word-within-line	no	4488	189	2922	1377	0.060752
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	apocopated-rhyme	preset	endword-cross	no	4867	6	4	4857	0.600000
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	apocopated-rhyme	preset	word-within-line	no	4488	0	4	4484	0.000000
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	apocopated-rhyme-(penultimate-stressed-syllable)	cell	endword-cross	no	4867	0	10	4857	0.000000
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	apocopated-rhyme-(penultimate-stressed-syllable)	cell	word-within-line	no	4488	0	4	4484	0.000000
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	apocopated-rhyme-33	cell	endword-cross	no	4867	133	4530	204	0.028522
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	apocopated-rhyme-33	cell	word-within-line	no	4488	30	3081	1377	0.009643
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	apocopated-rime-riche	cell	endword-cross	no	4867	0	10	4857	0.000000
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	apocopated-rime-riche	cell	word-within-line	no	4488	0	4	4484	0.000000
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	assonance	cell	endword-cross	no	4867	480	4183	204	0.102938
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	assonance	cell	word-within-line	no	4488	242	2869	1377	0.077788
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	broken-rhyme	cell	endword-cross	no	4867	133	4530	204	0.028522
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	broken-rhyme	cell	word-within-line	no	4488	30	3081	1377	0.009643
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	consonance	cell	endword-cross	no	4867	457	4206	204	0.098006
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	consonance	cell	word-within-line	no	4488	340	2771	1377	0.109290
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	cross-rhyme	cell	endword-cross	no	4867	133	4530	204	0.028522
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	cross-rhyme	cell	word-within-line	no	4488	30	3081	1377	0.009643
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	cynghanedd-(consonant-answer)	cell	endword-cross	no	4867	457	4206	204	0.098006
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	cynghanedd-(consonant-answer)	cell	word-within-line	no	4488	340	2771	1377	0.109290
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	cynghanedd-lusg	preset	endword-cross	no	4867	144	4519	204	0.030881
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	cynghanedd-lusg	preset	word-within-line	no	4488	56	3055	1377	0.018001
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	cynghanedd-lusg-(identical-onsets)	cell	endword-cross	no	4867	9	4654	204	0.001930
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	cynghanedd-lusg-(identical-onsets)	cell	word-within-line	no	4488	26	3085	1377	0.008357
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	cynghanedd-lusg-56	cell	endword-cross	no	4867	135	4528	204	0.028951
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	cynghanedd-lusg-56	cell	word-within-line	no	4488	30	3081	1377	0.009643
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	dactylic-rhyme	cell	endword-cross	yes	4867	0	4663	204	0.000000
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	dactylic-rhyme	cell	word-within-line	no	4488	0	3111	1377	0.000000
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	drottkvaett-adalhending	preset	endword-cross	no	4867	20	619	4228	0.031299
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	drottkvaett-adalhending	preset	word-within-line	no	4488	16	725	3747	0.021592
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	drottkvaett-hending	preset	endword-cross	no	4867	162	477	4228	0.253521
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	drottkvaett-hending	preset	word-within-line	no	4488	162	579	3747	0.218623
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	dvitiyakshara-prasa	preset	endword-cross	no	4867	21	123	4723	0.145833
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	dvitiyakshara-prasa	preset	word-within-line	no	4488	10	140	4338	0.066667
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	dvitiyakshara-prasa-(consonant-only)	cell	endword-cross	no	4867	1	143	4723	0.006944
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	dvitiyakshara-prasa-(consonant-only)	cell	word-within-line	no	4488	0	150	4338	0.000000
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	dvitiyakshara-prasa-(full-aksara)	cell	endword-cross	no	4867	6	138	4723	0.041667
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	dvitiyakshara-prasa-(full-aksara)	cell	word-within-line	no	4488	1	149	4338	0.006667
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	dvitiyakshara-prasa-50	cell	endword-cross	no	4867	9	135	4723	0.062500
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	dvitiyakshara-prasa-50	cell	word-within-line	no	4488	8	142	4338	0.053333
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	eye-rhyme	cell	endword-cross	no	4867	133	4530	204	0.028522
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	eye-rhyme	cell	word-within-line	no	4488	30	3081	1377	0.009643
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	feminine-rhyme	cell	endword-cross	yes	4867	5	4658	204	0.001072
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	feminine-rhyme	cell	word-within-line	no	4488	0	3111	1377	0.000000
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	historical-rhyme	cell	endword-cross	no	4867	133	4530	204	0.028522
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	historical-rhyme	cell	word-within-line	no	4488	30	3081	1377	0.009643
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	holorhyme	cell	endword-cross	no	4867	133	4530	204	0.028522
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	holorhyme	cell	word-within-line	no	4488	30	3081	1377	0.009643
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	initial-alliteration	cell	endword-cross	no	4867	134	4529	204	0.028737
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	initial-alliteration	cell	word-within-line	no	4488	189	2922	1377	0.060752
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	internal-alliteration	cell	endword-cross	no	4867	134	4529	204	0.028737
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	internal-alliteration	cell	word-within-line	no	4488	189	2922	1377	0.060752
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	internal-rhyme	cell	endword-cross	no	4867	133	4530	204	0.028522
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	internal-rhyme	cell	word-within-line	no	4488	30	3081	1377	0.009643
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	kalevala-alliteration	preset	endword-cross	no	4867	168	4495	204	0.036028
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	kalevala-alliteration	preset	word-within-line	no	4488	366	3841	281	0.086998
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	leonine-rhyme	cell	endword-cross	no	4867	133	4530	204	0.028522
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	leonine-rhyme	cell	word-within-line	no	4488	30	3081	1377	0.009643
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	masculine-rhyme	cell	endword-cross	yes	4867	133	4530	204	0.028522
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	masculine-rhyme	cell	word-within-line	no	4488	30	3081	1377	0.009643
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	mosaic-rhyme	cell	endword-cross	no	4867	133	4530	204	0.028522
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	mosaic-rhyme	cell	word-within-line	no	4488	30	3081	1377	0.009643
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	multisyllabic-rhyme	cell	endword-cross	no	4867	0	4663	204	0.000000
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	multisyllabic-rhyme	cell	word-within-line	no	4488	0	3111	1377	0.000000
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	pararhyme	cell	endword-cross	no	4867	10	4653	204	0.002145
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	pararhyme	cell	word-within-line	no	4488	19	3092	1377	0.006107
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	perfect-rhyme	preset	endword-cross	yes	4867	148	4515	204	0.031739
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	perfect-rhyme	preset	word-within-line	no	4488	56	3055	1377	0.018001
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	perfect-rhyme-(last-stressed-syllable)	cell	endword-cross	yes	4867	133	4530	204	0.028522
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	perfect-rhyme-(last-stressed-syllable)	cell	word-within-line	no	4488	30	3081	1377	0.009643
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	phrasal-rhyme	cell	endword-cross	no	4867	133	4530	204	0.028522
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	phrasal-rhyme	cell	word-within-line	no	4488	30	3081	1377	0.009643
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	repetition	cell	endword-cross	no	4867	15	4648	204	0.003217
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	repetition	cell	word-within-line	no	4488	26	3085	1377	0.008357
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	rime-riche	cell	endword-cross	no	4867	1	4662	204	0.000214
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	rime-riche	cell	word-within-line	no	4488	1	3110	1377	0.000321
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	rime-riche-(last-stressed-syllable)	cell	endword-cross	yes	4867	1	4662	204	0.000214
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	rime-riche-(last-stressed-syllable)	cell	word-within-line	no	4488	1	3110	1377	0.000321
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	semirhyme	cell	endword-cross	no	4867	10	4653	204	0.002145
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	semirhyme	cell	word-within-line	no	4488	6	3105	1377	0.001929
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	skothending	cell	endword-cross	no	4867	157	482	4228	0.245696
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	skothending	cell	word-within-line	no	4488	160	581	3747	0.215924
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	studlar	preset	endword-cross	no	4867	138	3988	741	0.033446
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	studlar	preset	word-within-line	no	4488	122	2068	2298	0.055708
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	subtractive-rhyme	cell	endword-cross	no	4867	133	4530	204	0.028522
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	subtractive-rhyme	cell	word-within-line	no	4488	30	3081	1377	0.009643
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	syllabic-rhyme	preset	endword-cross	no	4867	23	114	4730	0.167883
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	syllabic-rhyme	preset	word-within-line	no	4488	51	387	4050	0.116438
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	syllabic-rhyme-(final-unstressed-syllable)	cell	endword-cross	no	4867	5	132	4730	0.036496
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	syllabic-rhyme-(final-unstressed-syllable)	cell	word-within-line	no	4488	27	411	4050	0.061644
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	syllabic-rhyme-22	cell	endword-cross	no	4867	133	4530	204	0.028522
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	syllabic-rhyme-22	cell	word-within-line	no	4488	30	3081	1377	0.009643
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	syllabic-rime-riche	cell	endword-cross	no	4867	12	125	4730	0.087591
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	syllabic-rime-riche	cell	word-within-line	no	4488	6	432	4050	0.013699
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	wrenched-rhyme	cell	endword-cross	no	4867	133	4530	204	0.028522
eng	eng	eng_american_oliver_wendell_holmes_sr.txt	eng_song	wrenched-rhyme	cell	word-within-line	no	4488	30	3081	1377	0.009643
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	Kalevala-alliteration-(strong)	cell	endword-cross	no	10216	39	7400	2777	0.005243
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	Kalevala-alliteration-(strong)	cell	word-within-line	no	6768	16	4157	2595	0.003834
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	Kalevala-alliteration-(strong)-47	cell	endword-cross	no	10216	41	7475	2700	0.005455
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	Kalevala-alliteration-(strong)-47	cell	word-within-line	no	6768	27	5012	1729	0.005358
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	Kalevala-alliteration-(strong,-closed-syllable)	cell	endword-cross	no	10216	3	7513	2700	0.000399
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	Kalevala-alliteration-(strong,-closed-syllable)	cell	word-within-line	no	6768	7	5032	1729	0.001389
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	Kalevala-alliteration-(weak)	cell	endword-cross	no	10216	275	7241	2700	0.036589
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	Kalevala-alliteration-(weak)	cell	word-within-line	no	6768	359	4680	1729	0.071244
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	Kalevala-alliteration-(weak,-framed)	cell	endword-cross	no	10216	35	7481	2700	0.004657
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	Kalevala-alliteration-(weak,-framed)	cell	word-within-line	no	6768	48	4991	1729	0.009526
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	adalhending	cell	endword-cross	no	10216	51	2766	7399	0.018104
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	adalhending	cell	word-within-line	no	6768	14	815	5939	0.016888
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	adalhending-(identical-onsets)	cell	endword-cross	no	10216	16	2801	7399	0.005680
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	adalhending-(identical-onsets)	cell	word-within-line	no	6768	2	827	5939	0.002413
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	adalhending-adjacent	cell	endword-cross	no	10216	0	7439	2777	0.000000
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	adalhending-adjacent	cell	word-within-line	no	6768	1	4172	2595	0.000240
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	additive-rhyme	cell	endword-cross	no	10216	265	7174	2777	0.035623
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	additive-rhyme	cell	word-within-line	no	6768	87	4086	2595	0.020848
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	alliteration	cell	endword-cross	no	10216	256	7183	2777	0.034413
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	alliteration	cell	word-within-line	no	6768	258	3915	2595	0.061826
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	apocopated-rhyme	preset	endword-cross	no	10216	11	18	10187	0.379310
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	apocopated-rhyme	preset	word-within-line	no	6768	0	1	6767	0.000000
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	apocopated-rhyme-(penultimate-stressed-syllable)	cell	endword-cross	no	10216	1	28	10187	0.034483
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	apocopated-rhyme-(penultimate-stressed-syllable)	cell	word-within-line	no	6768	0	1	6767	0.000000
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	apocopated-rhyme-33	cell	endword-cross	no	10216	265	7174	2777	0.035623
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	apocopated-rhyme-33	cell	word-within-line	no	6768	87	4086	2595	0.020848
eng	eng	eng_american_paul_laurence_dunbar.txt	eng_song	apocopated-rime-riche	cell	endword-cross	no	10216	0	29	10187	0.000000
